id,meaning_id,example
1485,89770,"– Ну, а помнишь ли, кто жил в Кашканах?"
1486,89770,"Туда мы еще в извоз ездили, туда в Кашканы, не могу вспомнить всех фамилий жителей, дальнее расстояние, дальнее."
1487,89770,"Были еще дом Савуойн да дом Онекия, но не могу припомнить его фамилии Баярин; нет, Баярин были в Кашканах, а там был..."
1488,89774,"– В Нинисельге кто жил?"
1489,89777,"Да еще другая была сестра, в городе была замужем, не знаю за кем, ее не видела."
1490,89777,"А чьи дома были в Сигнаволоке да в Симаништо, эти дома я помню, взаимно ходили на праздники."
1491,89779,"– Помнишь ли, кто еще в Киндасове жил?"
1492,89779,"В Киндасове мало кого помню."
1493,89779,"В Киндасове помню только дома Максиман да Стафейн."
1494,89809,"Ну, а Кикки была маленькая деревушка недалеко от Хедотишто."
1495,89823,"Эти тоже в мою бытность вроде как богатые были, бедных и не признавали."
1496,89824,"– Помнишь ли, кто жил в Хедотишто?"
1497,89824,"В Хедотишто жили Семеновы, богатые были они, известные форсуны."
1498,89824,"А которого Пийриччу Мачей звали, тот сначала в Хедотишто, а затем в Палатозере жил: в Палатозере был зятем-примаком, а сам был выходец из Хедотишто."
1499,89824,"А которого Пийриччу Мачей звали, тот сначала в Хедотишто, а затем в Палатозере жил: в Палатозере был зятем-примаком, а сам был выходец из Хедотишто."
1500,89824,"Это был житель Хедотишто."
1501,89824,"Ну, а Кикки была маленькая деревушка недалеко от Хедотишто."
1502,89828,"Ну, а Кикки была маленькая деревушка недалеко от Хедотишто."
1503,89828,"А там в Кикки, у Максимовых Архипова Оша была замужем, ее Ошей звали, я помню ее по своей деревне."
1504,89922,"В святозерской Сюрде жили Трикку, Трикку звали, тоже бедняки."
1505,89922,"Бедняки были, все время плотничали, да богатым косили, да так поднимали детей."
1506,89922,"А из бедняков были Петраковы: Степа был, потом Онька был – это Петраковы, бедняки."
1507,89922,"А из бедняков были Петраковы: Степа был, потом Онька был – это Петраковы, бедняки."
1508,89922,"Потом был Иван Сергушкан и Дёхор Сергушкан, они бедняки были."
1509,89931,"Туда мы еще в извоз ездили, туда в Кашканы, не могу вспомнить всех фамилий жителей, дальнее расстояние, дальнее."
1510,89931,"А в Нирках еще был дом Савуойн, к ним мы заходили, когда были в извозе."
1511,89931,"У них стояли на квартире приказчики и останавливались извозчики."
1512,89950,"Я тоже ходила в Пряжу девочкой на праздники."
1513,90147,"Затем жили Иван Паушшин, Пеша Кондруойн, Ондрий Кондруойн жил."
1514,90147,"Затем жили Иван Паушшин, Пеша Кондруойн, Ондрий Кондруойн жил."
1515,90149,"Жили (помню немножко, когда я уже вышла замуж) два брата: Федя да Семуой, рыбу ловили да крестьянское хозяйство вели, земли немного было, пахали, сеяли да косили сено."
1516,90149,"Два брата было, Федя и Семуой, Сепинами называли."
1517,90149,"Оша там была замужем, у Трикку тоже два брата было: Федя и Вася, Оша была за Васей замужем."
1518,90149,"Ну, затем были Василий и Федя Павловы, Девсеевы были, тоже небогатые, ну, затем в Бородиннаволоке жил Паушуойн Дёша, да еще дом Федоран был."
1519,90160,"– Как была у них фамилия?"
1520,90160,"Так они были Федоровы, нет, не Федоровы, не знаю, какая была фамилия, помню лишь..."
1521,90168,"Потом был Иван Сергушкан и Дёхор Сергушкан, они бедняки были."
1522,90175,"А там в Кикки, у Максимовых Архипова Оша была замужем, ее Ошей звали, я помню ее по своей деревне."
1523,90193,"Первым был дом Маччи, Гаман Маччи, затем жил Илья Саван, потом жил Пеша Саван – это все братья были, вместе жили."
1524,90193,"В Сигнаволоке Рябин жил, затем Хотюкке жил, Семуой Мачин жил."
1525,90193,"В доме Микиттю жили Онтипан; далее Абрум Миша, затем Денешка, этих всех помню, Иван Мачин был, Хуртины были, их три или четыре брата как будто было."
1526,90239,"Бухарчче называли избу Степпи в Лижме."
1527,90240,"Больше [не было], мало было домов, деревня ведь была небольшая."
1528,90257,"Смысловы были, затем жил Дёшка Лукин, затем дом Онтуоя."
1529,90283,"Она была младшая сестра, пошла в кухарки в город, и замуж вышла в Петрозаводске."
1530,90286,"Ну, затем были Василий и Федя Павловы, Девсеевы были, тоже небогатые, ну, затем в Бородиннаволоке жил Паушуойн Дёша, да еще дом Федоран был."
1531,90286,"За ним был дом Дёши Платуойн, затем дом Мокки, потом дом Девсеева, затем Лобин и дом Пирдуойн."
1532,90288,"Говорили, что были Балахоновы, были Ортюойн, Фалькины были, Демешшины были."
1533,90306,"В Нинисельге был дом Прокку, у них было три брата."
1534,90308,"Девушки у них были, когда и я начинала девичествовать, вместе и гуляли, вместе ходили на праздники все время."
1535,90308,"Тоже как придешь, угощали; вместе с лижминскими девушками и парнями гуляли, вместе гуляли и ходили на праздники вместе."
1536,90311,"Жили (помню немножко, когда я уже вышла замуж) два брата: Федя да Семуой, рыбу ловили да крестьянское хозяйство вели, земли немного было, пахали, сеяли да косили сено."
1537,90311,"Два брата было, Федя и Семуой, Сепинами называли."
1538,90311,"Затем был дом Левуойн, их три брата было: Семуой, Дюакуой и Иван."
1539,90311,"В Сигнаволоке Рябин жил, затем Хотюкке жил, Семуой Мачин жил."
1540,90322,"Тоже как придешь, угощали; вместе с лижминскими девушками и парнями гуляли, вместе гуляли и ходили на праздники вместе."
1541,90344,"А которых помню, то их перечислю, поскольку их точно знаю."
1542,90344,"Эти тоже в мою бытность вроде как богатые были, бедных и не признавали."
1543,90375,"Ну, всяких было, были богатые и бедные, всякие были."
1544,90376,"В семье Онтуоя был женат Пеша Карпан, это помню."
1545,90443,"Да потом Данилан Осиппе был, затем Данилан Вася."
1546,90443,"В Ригсельгу ходили на пожни, так что там всех помню: был дом Осипан, затем дом Игнуоя, его Боба звали."
1547,90520,"Сыновья Иудишны Ондрий, Пуавил и Миша разъехались кто куда, она осталась одна жить."
1548,90520,"Сыновья Иудишны Ондрий, Пуавил и Миша разъехались кто куда, она осталась одна жить."
1549,90520,"Дальше, как помню, был дом Митюойн, одного брата Андреем звали, как звали другого брата, не знаю."
1550,90689,"Один парень был женат в Кашканах, другой в Палве – их помню очень хорошо."
1551,90689,"Ну, потом был Арюм Илья, затем Тёрён были, Тиначевы были, их помню очень хорошо."
1552,90689,"Всех их хорошо помню, все богачи были."
1553,90723,"В Ригсельгу ходили на пожни, так что там всех помню: был дом Осипан, затем дом Игнуоя, его Боба звали."
1554,90844,"А которых помню, то их перечислю, поскольку их точно знаю."
1555,90844,"Всех их хорошо помню, все богачи были."
1556,90845,"Первым был дом Маччи, Гаман Маччи, затем жил Илья Саван, потом жил Пеша Саван – это все братья были, вместе жили."
1557,90845,"Ну, потом был Арюм Илья, затем Тёрён были, Тиначевы были, их помню очень хорошо."
1558,90848,"Оша там была замужем, у Трикку тоже два брата было: Федя и Вася, Оша была за Васей замужем."
1559,90848,"Оша там была замужем, у Трикку тоже два брата было: Федя и Вася, Оша была за Васей замужем."
1560,90848,"А там в Кикки, у Максимовых Архипова Оша была замужем, ее Ошей звали, я помню ее по своей деревне."
1561,90848,"А там в Кикки, у Максимовых Архипова Оша была замужем, ее Ошей звали, я помню ее по своей деревне."
1562,90945,"Жену Ивана Кандыбина звали Оксинья, вместе с ней девичьи годы прошли, потом, видишь ли, она умерла, вот."
1563,90951,"Сыновья Иудишны Ондрий, Пуавил и Миша разъехались кто куда, она осталась одна жить."
1564,90951,"Миша и Пуавил отдельно жили."
1565,90951,"Пуавил был в Половине женат, Федоровна была женою, четыре ребенка было."
1566,90957,"Эти тоже в мою бытность вроде как богатые были, бедных и не признавали."
1567,90963,"В Вашакове был дом Педри, затем были Кажин, Дянуойн, Деремеевы, Трофиман были."
1568,90963,"Ну, а пройдешь еще к городу, там были дома Вани Педрин и Луки Харитонова."
1569,90974,"Да еще другая была сестра, в городе была замужем, не знаю за кем, ее не видела."
1570,90974,"Некоторых лишь помнишь, а некоторых никак не могу припомнить."
1571,90974,"Некоторых лишь помнишь, а некоторых никак не могу припомнить."
1572,91003,"Тоже на праздники мы ходили туда на воздвиженье, угощали нас."
1573,91012,"Ну, затем были Василий и Федя Павловы, Девсеевы были, тоже небогатые, ну, затем в Бородиннаволоке жил Паушуойн Дёша, да еще дом Федоран был."
1574,91013,"Далеко туда в Крошнозеро я не часто ходила, не знаю."
1575,91013,"Далеко туда ходить, так что не всех помнишь."
1576,91015,"Дальше, как помню, был дом Митюойн, одного брата Андреем звали, как звали другого брата, не знаю."
1577,91016,"Не могу вспомнить, как называли их, были Баярин, у них приказчики останавливались."
1578,91016,"У них стояли на квартире приказчики и останавливались извозчики."
1579,91016,"Два дома помню, где приказчики стояли, мы туда груз возили, там сдавали."
1580,91017,"Затем был [дом Фени], Феня-теткой звали, да потом дом Тийтан, Тийт, Тийтте, у него был сын Дюакуой, Дюакуой звали."
1581,91017,"Затем был [дом Фени], Феня-теткой звали, да потом дом Тийтан, Тийт, Тийтте, у него был сын Дюакуой, Дюакуой звали."
1582,91017,"Затем был дом Левуойн, их три брата было: Семуой, Дюакуой и Иван."
1583,91018,"Потом был еще старик Артюойн, дочерей и сыновей помню, а самого старика, какой он был, где был женат, не помню, помню лишь, был длинный такой."
1584,91018,"Звали его Артюой Белкин."
1585,91018,"[В Прякке жил еще] Артюойн Вася, Артюойн Вася."
1586,91018,"[В Прякке жил еще] Артюойн Вася, Артюойн Вася."
1587,91018,"В Христьянах также мало помню, дом Широкина только помню да вдову Артюойя, звали Артюой, помню; жену Артюойя даже видела."
1588,91018,"В Христьянах также мало помню, дом Широкина только помню да вдову Артюойя, звали Артюой, помню; жену Артюойя даже видела."
1589,91018,"В Христьянах также мало помню, дом Широкина только помню да вдову Артюойя, звали Артюой, помню; жену Артюойя даже видела."
1590,91031,"Помню, они в церкви сторожами были."
1591,91663,"Она была младшая сестра, пошла в кухарки в город, и замуж вышла в Петрозаводске."
1592,3488,"Раньше народ, видишь ли, в Хедотишто был простоватый: в город никуда не ходили и ничего не знали."
1593,13617,"–   «Да, что за чудо такое было?»"
1594,14881,"Потом народ остановился, перестали бежать, возле домов [стоят], кто куда попал."
1595,14881,"Возвращаемся домой, в Хедотишто, приходим, а у меня и спрашивают: «Хой, Паша!"
1596,15890,"А потом жена рассказывала: «Ночь мы проспали, утром пошли мы с мужем по городу."
1597,16160,"Потом народ остановился, перестали бежать, возле домов [стоят], кто куда попал."
1598,16160,"Как пошли утром по городу, так весь народ бежит, все бегут, несутся кто куда и мы с мужем побежали."
1599,16163,"Ну, новые туфли купил муж на погосте в лавке, принес."
1600,16163,"Бежали, бежали, у меня как зацепится каблук в панель, так там и остался каблук из новых туфель."
1601,16163,"–   «Ой, не говори, – отвечаю, – что хорошо было: от новых туфлей каблуки там остались»."
1602,23848,"–   «А поди знай, что."
1603,23848,"–   «А такое чудо было – тревога, говорят, тревога была, а какая тревога, не знаю»."
1604,23848,"–   «А такое чудо было – тревога, говорят, тревога была, а какая тревога, не знаю»."
1605,24864,"–   «Ой, не говори, – отвечаю, – что хорошо было: от новых туфлей каблуки там остались»."
1606,25044,"–   «Ой, не говори, – отвечаю, – что хорошо было: от новых туфлей каблуки там остались»."
1607,25052,"Ну, новые туфли купил муж на погосте в лавке, принес."
1608,34410,"Она их на ноги обула и пришли в город."
1609,34410,"Потом народ остановился, перестали бежать, возле домов [стоят], кто куда попал."
1610,34410,"Возвращаемся домой, в Хедотишто, приходим, а у меня и спрашивают: «Хой, Паша!"
1611,34410,"Возвращаемся домой, в Хедотишто, приходим, а у меня и спрашивают: «Хой, Паша!"
1612,34988,"Да была тревога какая-то непонятная (дословно: карандашной масти)."
1613,35125,"Смотрим, весь народ бежит, кто куда."
1614,35125,"Как пошли утром по городу, так весь народ бежит, все бегут, несутся кто куда и мы с мужем побежали."
1615,35125,"Поэтому и народ носился, и я бежала."
1616,46587,"Она их на ноги обула и пришли в город."
1617,47753,"Смотрим, весь народ бежит, кто куда."
1618,47753,"Я и говорю: «Что это они, Иван, бегут, побежим и мы»."
1619,47753,"– «Куда бежит народ, туда и мы»."
1620,47753,"Бежали, бежали, у меня как зацепится каблук в панель, так там и остался каблук из новых туфель."
1621,47753,"Бежали, бежали, у меня как зацепится каблук в панель, так там и остался каблук из новых туфель."
1622,47753,"«Как теперь отдерешь [каблук], удирай прочь, – говорит, – беги следом, куда весь народ бежит»."
1623,47753,"Как пошли утром по городу, так весь народ бежит, все бегут, несутся кто куда и мы с мужем побежали."
1624,47753,"Как пошли утром по городу, так весь народ бежит, все бегут, несутся кто куда и мы с мужем побежали."
1625,47753,"Я бежала, бежала, новые туфли за панель зацепились, так от туфлей каблуки и отвалились.»"
1626,47753,"Я бежала, бежала, новые туфли за панель зацепились, так от туфлей каблуки и отвалились.»"
1627,47802,"Каблук оторвался!»."
1628,47964,"Бежали, бежали, у меня как зацепится каблук в панель, так там и остался каблук из новых туфель."
1629,47964,"Я бежала, бежала, новые туфли за панель зацепились, так от туфлей каблуки и отвалились.»"
1630,49325,"А потом жена рассказывала: «Ночь мы проспали, утром пошли мы с мужем по городу."
1631,50734,"Ну, новые туфли купил муж на погосте в лавке, принес."
1632,50734,"Бежали, бежали, у меня как зацепится каблук в панель, так там и остался каблук из новых туфель."
1633,54955,"Бежали, бежали, у меня как зацепится каблук в панель, так там и остался каблук из новых туфель."
1634,54955,"Бежали, бежали, у меня как зацепится каблук в панель, так там и остался каблук из новых туфель."
1635,54955,"Каблук оторвался!»."
1636,54955,"–   «Ой, не говори, – отвечаю, – что хорошо было: от новых туфлей каблуки там остались»."
1637,54955,"–   «Да что же случилось с твоими каблуками?»"
1638,54955,"Я бежала, бежала, новые туфли за панель зацепились, так от туфлей каблуки и отвалились.»"
1639,54955,"Я бежала, бежала, новые туфли за панель зацепились, так от туфлей каблуки и отвалились.»"
1640,54955,"Туфельки пропали мои, каблуки отвалились."
1641,56807,"Муж говорит: «Пойдем, Паша, в гости в город к сестрам»."
1642,56807,"Ну, новые туфли купил муж на погосте в лавке, принес."
1643,56807,"А потом жена рассказывала: «Ночь мы проспали, утром пошли мы с мужем по городу."
1644,57438,"Муж говорит: «Пойдем, Паша, в гости в город к сестрам»."
1645,57724,"Раньше народ, видишь ли, в Хедотишто был простоватый: в город никуда не ходили и ничего не знали."
1646,57724,"Муж говорит: «Пойдем, Паша, в гости в город к сестрам»."
1647,57724,"Она их на ноги обула и пришли в город."
1648,57724,"А потом жена рассказывала: «Ночь мы проспали, утром пошли мы с мужем по городу."
1649,57724,"А потом жена рассказывала: «Ночь мы проспали, утром пошли мы с мужем по городу."
1650,57724,"Как пошли утром по городу, так весь народ бежит, все бегут, несутся кто куда и мы с мужем побежали."
1651,57724,"Поэтому в город не надо никогда больше ездить»."
1652,57779,"Да была тревога какая-то непонятная (дословно: карандашной масти)."
1653,59039,"А потом жена рассказывала: «Ночь мы проспали, утром пошли мы с мужем по городу."
1654,59039,"Как пошли утром по городу, так весь народ бежит, все бегут, несутся кто куда и мы с мужем побежали."
1655,73012,"«Как теперь отдерешь [каблук], удирай прочь, – говорит, – беги следом, куда весь народ бежит»."
1656,73027,"«Ой, – я кричу, – ой, Иван!"
1657,77318,"Возвращаемся домой, в Хедотишто, приходим, а у меня и спрашивают: «Хой, Паша!"
1658,78548,"–   «Так и не знаешь?»"
1659,78548,"–   «Так и не знаю, какая там тревога."
1660,83463,"«Куда бежать?»"
1661,83463,"–   «А поди знай, что."
1662,83463,"Туфельки пропали мои, каблуки отвалились."
1663,83463,"Поэтому в город не надо никогда больше ездить»."
1664,89545,"Ну, новые туфли купил муж на погосте в лавке, принес."
1665,89706,"Как пошли утром по городу, так весь народ бежит, все бегут, несутся кто куда и мы с мужем побежали."
1666,89816,"Гостили там да все»."
1667,89824,"Раньше народ, видишь ли, в Хедотишто был простоватый: в город никуда не ходили и ничего не знали."
1668,89824,"Возвращаемся домой, в Хедотишто, приходим, а у меня и спрашивают: «Хой, Паша!"
1669,90134,"–   «Да, что за чудо такое было?»"
1670,90134,"–   «А такое чудо было – тревога, говорят, тревога была, а какая тревога, не знаю»."
1671,90204,"Муж говорит: «Пойдем, Паша, в гости в город к сестрам»."
1672,90204,"Возвращаемся домой, в Хедотишто, приходим, а у меня и спрашивают: «Хой, Паша!"
1673,90977,"Ну, новые туфли купил муж на погосте в лавке, принес."
1674,90977,"Бежали, бежали, у меня как зацепится каблук в панель, так там и остался каблук из новых туфель."
1675,90977,"–   «Ой, не говори, – отвечаю, – что хорошо было: от новых туфлей каблуки там остались»."
1676,90977,"Я бежала, бежала, новые туфли за панель зацепились, так от туфлей каблуки и отвалились.»"
1677,90978,"–   «А такое чудо было – тревога, говорят, тревога была, а какая тревога, не знаю»."
1678,90978,"–   «А такое чудо было – тревога, говорят, тревога была, а какая тревога, не знаю»."
1679,90978,"–   «А такое чудо было – тревога, говорят, тревога была, а какая тревога, не знаю»."
1680,90978,"–   «Так и не знаю, какая там тревога."
1681,90979,"Все неслись."
1682,90979,"Поэтому и народ носился, и я бежала."
1683,90980,"Да была тревога какая-то непонятная (дословно: карандашной масти)."
1684,91001,"Туфельки пропали мои, каблуки отвалились."
1685,91002,"Я бежала, бежала, новые туфли за панель зацепились, так от туфлей каблуки и отвалились.»"
1686,91014,"Я бежала, бежала, новые туфли за панель зацепились, так от туфлей каблуки и отвалились.»"
1687,3488,"Все время вспоминают, видишь ли, про то, как утонул мальчик [в озере]."
1688,3553,"На пути туда такие гряды скал, а на месте озера поднялся холм, даже ключа не осталось."
1689,3557,"За два километра на краю болота ключ, родник появился, туда ходили за водой из Нинисельги."
1690,13617,"На пути туда такие гряды скал, а на месте озера поднялся холм, даже ключа не осталось."
1691,14892,"Еще рассказывают, старики вспоминают, что [в старину в Нинисельге] было озеро, а потом исчезло."
1692,14986,"На пути туда такие гряды скал, а на месте озера поднялся холм, даже ключа не осталось."
1693,16124,"Был у [одной] женщины сын, единственный сын был."
1694,16148,"За два километра на краю болота ключ, родник появился, туда ходили за водой из Нинисельги."
1695,16155,"Баба очень рассердилась, почему озеро ее сына взяло: «Но и ты, водяной, не долго тут проживешь!»"
1696,20376,"Был у [одной] женщины сын, единственный сын был."
1697,23848,"Еще рассказывают, старики вспоминают, что [в старину в Нинисельге] было озеро, а потом исчезло."
1698,23878,"Однажды он утонул в Нинисельгском озере."
1699,23878,"Баба очень рассердилась, почему озеро ее сына взяло: «Но и ты, водяной, не долго тут проживешь!»"
1700,33368,"Однажды он утонул в Нинисельгском озере."
1701,33368,"За два километра на краю болота ключ, родник появился, туда ходили за водой из Нинисельги."
1702,33368,"Все время вспоминают, видишь ли, про то, как утонул мальчик [в озере]."
1703,33373,"Баба очень рассердилась, почему озеро ее сына взяло: «Но и ты, водяной, не долго тут проживешь!»"
1704,34843,"Баба очень рассердилась, почему озеро ее сына взяло: «Но и ты, водяной, не долго тут проживешь!»"
1705,34849,"Баба напустила в озеро живой ртути, напустила, и озеро ушло в Шяньгиму."
1706,42862,"Баба напустила в озеро живой ртути, напустила, и озеро ушло в Шяньгиму."
1707,43686,"Еще рассказывают, старики вспоминают, что [в старину в Нинисельге] было озеро, а потом исчезло."
1708,43686,"Однажды он утонул в Нинисельгском озере."
1709,43686,"Однажды он утонул в Нинисельгском озере."
1710,43686,"Баба напустила в озеро живой ртути, напустила, и озеро ушло в Шяньгиму."
1711,45425,"Все время вспоминают, видишь ли, про то, как утонул мальчик [в озере]."
1712,45457,"Был у [одной] женщины сын, единственный сын был."
1713,49299,"На пути туда такие гряды скал, а на месте озера поднялся холм, даже ключа не осталось."
1714,51314,"Баба очень рассердилась, почему озеро ее сына взяло: «Но и ты, водяной, не долго тут проживешь!»"
1715,55317,"На пути туда такие гряды скал, а на месте озера поднялся холм, даже ключа не осталось."
1716,55317,"За два километра на краю болота ключ, родник появился, туда ходили за водой из Нинисельги."
1717,57106,"Был у [одной] женщины сын, единственный сын был."
1718,58447,"За два километра на краю болота ключ, родник появился, туда ходили за водой из Нинисельги."
1719,73063,"Баба очень рассердилась, почему озеро ее сына взяло: «Но и ты, водяной, не долго тут проживешь!»"
1720,78708,"Еще рассказывают, старики вспоминают, что [в старину в Нинисельге] было озеро, а потом исчезло."
1721,78708,"Еще рассказывают, старики вспоминают, что [в старину в Нинисельге] было озеро, а потом исчезло."
1722,83463,"Однажды он утонул в Нинисельгском озере."
1723,83463,"Все время вспоминают, видишь ли, про то, как утонул мальчик [в озере]."
1724,89763,"Однажды он утонул в Нинисельгском озере."
1725,89763,"Баба напустила в озеро живой ртути, напустила, и озеро ушло в Шяньгиму."
1726,89774,"Однажды он утонул в Нинисельгском озере."
1727,89774,"За два километра на краю болота ключ, родник появился, туда ходили за водой из Нинисельги."
1728,89775,"Баба напустила в озеро живой ртути, напустила, и озеро ушло в Шяньгиму."
1729,89794,"За два километра на краю болота ключ, родник появился, туда ходили за водой из Нинисельги."
1730,90768,"На пути туда такие гряды скал, а на месте озера поднялся холм, даже ключа не осталось."
1731,90976,"За два километра на краю болота ключ, родник появился, туда ходили за водой из Нинисельги."
1732,3488,"Семья видишь ли, была бедная, очень бедная семья была, поэтому дочери в городе были в прислугах."
1733,3488,"Вот, росли [в бедности], плохо жили, ну, потом были пастухами и детей няньчили, все делали."
1734,3488,"В старое время ведь много было таких, так не прокормишься в своей деревне."
1735,3549,"Я помню [жителей] каждого дома с одного конца деревни и до другого."
1736,3550,"– Помнишь ли, кто жил в Пелдоже, начнем с дома Феди Лескен?"
1737,3550,"Я помню [жителей] каждого дома с одного конца деревни и до другого."
1738,3550,"– Ну, из кого состояла семья Феди Лескен?"
1739,3550,"В доме Феди Лескен были: отец Федя у них был самый старший [в семье]."
1740,3551,"Я помню [жителей] каждого дома с одного конца деревни и до другого."
1741,3551,"Я помню [жителей] каждого дома с одного конца деревни и до другого."
1742,3557,"У этого Мийккула было детей много: были сыновья, были дочери, две дочери были."
1743,3559,"Три сына было."
1744,3561,"Дочь звали Наташа, старшего сына Деша, а младшего сына Иппу."
1745,16079,"Дочерей звали Натти, вторую Таня, но не знаю, вышли ли они замуж, но [из деревни] уехали..."
1746,16124,"Старшего сына звали Мийккул, среднего Тимуой, младшего – Олёша."
1747,16124,"Старшего сына звали Мийккул, среднего Тимуой, младшего – Олёша."
1748,16124,"Старший сын был женат в Чарнаволоке, Максимовна, Иринья была у него жена."
1749,16155,"– Помнишь ли, кто жил в Пелдоже, начнем с дома Феди Лескен?"
1750,16155,"Потом жена Настуой умерла, он не женился вторично, так с дочкой и жил."
1751,16155,"Остаток жизни он так тут и жил."
1752,16155,"А Окку еще и сейчас жива, а муж Миша не знаю, куда делся, где-то в Архангельской области находится, там и живут."
1753,16155,"А Окку еще и сейчас жива, а муж Миша не знаю, куда делся, где-то в Архангельской области находится, там и живут."
1754,16160,"– Ну, из кого состояла семья Феди Лескен?"
1755,16160,"У Феди не было никого из [детей], кроме единственной дочери."
1756,16161,"Не знаю [второй] сын Мийккула куда-то без вести пропал."
1757,16161,"У Тимуой и Дуарди было два сына, третья была дочь."
1758,16161,"Вот, росли [в бедности], плохо жили, ну, потом были пастухами и детей няньчили, все делали."
1759,16161,"Поэтому они, видишь ли, ушли в город бурлачить да голову кормить, все время там находились."
1760,16161,"А Окку еще и сейчас жива, а муж Миша не знаю, куда делся, где-то в Архангельской области находится, там и живут."
1761,16161,"А Окку еще и сейчас жива, а муж Миша не знаю, куда делся, где-то в Архангельской области находится, там и живут."
1762,20371,"Семья видишь ли, была бедная, очень бедная семья была, поэтому дочери в городе были в прислугах."
1763,23848,"Старшего сына звали Мийккул, среднего Тимуой, младшего – Олёша."
1764,23848,"А Тимуой был женат в своей деревне в Пелдоже на Дуарде Степин."
1765,23848,"А Олеша, младший сын, взял жену из семьи Феди Онуойн."
1766,23848,"А сыновья были Иван да Маччи."
1767,23848,"Ивана, сына Мийккула, убили на войне, а Маччи так потом болтался, был пастухом."
1768,23848,"У Тимуой и Дуарди было два сына, третья была дочь."
1769,23848,"А у Олёши была одна дочь Оксинья, сам он не ходил никуда."
1770,23848,"Когда отправились в эвакуацию, Олёша умер, а Окку осталась."
1771,23848,"А Окку еще и сейчас жива, а муж Миша не знаю, куда делся, где-то в Архангельской области находится, там и живут."
1772,23848,"А Окку еще и сейчас жива, а муж Миша не знаю, куда делся, где-то в Архангельской области находится, там и живут."
1773,23848,"А Окку еще и сейчас жива, а муж Миша не знаю, куда делся, где-то в Архангельской области находится, там и живут."
1774,23878,"Три сына было."
1775,23878,"Старшего сына звали Мийккул, среднего Тимуой, младшего – Олёша."
1776,23878,"Старшего сына звали Мийккул, среднего Тимуой, младшего – Олёша."
1777,23878,"А Олеша, младший сын, взял жену из семьи Феди Онуойн."
1778,23878,"У этого Мийккула было детей много: были сыновья, были дочери, две дочери были."
1779,23878,"А сыновья были Иван да Маччи."
1780,23878,"Ивана, сына Мийккула, убили на войне, а Маччи так потом болтался, был пастухом."
1781,23878,"Не знаю [второй] сын Мийккула куда-то без вести пропал."
1782,23878,"У Тимуой и Дуарди было два сына, третья была дочь."
1783,23878,"Дочь звали Наташа, старшего сына Деша, а младшего сына Иппу."
1784,23878,"Дочь звали Наташа, старшего сына Деша, а младшего сына Иппу."
1785,23878,"Ну, Окку потом замуж вышла в своей деревне за сына Олёшки Баранцева."
1786,23930,"Сам Федя был женат в Палатозере."
1787,23930,"А Тимуой был женат в своей деревне в Пелдоже на Дуарде Степин."
1788,23930,"Потом жена Настуой умерла, он не женился вторично, так с дочкой и жил."
1789,23936,"Дочерей звали Натти, вторую Таня, но не знаю, вышли ли они замуж, но [из деревни] уехали..."
1790,23936,"Ну, Окку потом замуж вышла в своей деревне за сына Олёшки Баранцева."
1791,33374,"Ивана, сына Мийккула, убили на войне, а Маччи так потом болтался, был пастухом."
1792,33435,"Поэтому они, видишь ли, ушли в город бурлачить да голову кормить, все время там находились."
1793,33485,"У Тимуой и Дуарди было два сына, третья была дочь."
1794,33485,"Дочь звали Наташа, старшего сына Деша, а младшего сына Иппу."
1795,33485,"Потом жена Настуой умерла, он не женился вторично, так с дочкой и жил."
1796,34816,"А Окку еще и сейчас жива, а муж Миша не знаю, куда делся, где-то в Архангельской области находится, там и живут."
1797,35125,"Всех жителей помню, всех мужиков и женщин, всех помню, могу рассказать."
